Date,Open,High,Low,Close_Futures_LTP,Volume,Dhan_Source,Commodity,Security_ID,Unit,Basis_Proxy,Basis_Diff_d1
2026-02-06,149396.0,155756.0,149396.0,155451.0,6962.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,6055.0,6773.0
2026-02-09,156000.0,159026.0,155546.0,158066.0,6106.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,2066.0,-3989.0
2026-02-10,156001.0,158900.0,156001.0,156803.0,5657.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,802.0,-1264.0
2026-02-11,158436.0,160250.0,157500.0,158755.0,6690.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,319.0,-483.0
2026-02-12,158000.0,158747.0,149938.0,152836.0,7168.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-5164.0,-5483.0
2026-02-13,153750.0,156200.0,153153.0,155895.0,6469.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,2145.0,7309.0
2026-02-16,154999.0,155550.0,153925.0,154760.0,3650.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-239.0,-2384.0
2026-02-17,153551.0,153959.0,150730.0,151418.0,7677.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-2133.0,-1894.0
2026-02-18,153303.0,156383.0,152501.0,155761.0,5480.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,2458.0,4591.0
2026-02-19,155132.0,157185.0,154546.0,154819.0,7669.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-313.0,-2771.0
2026-02-20,155105.0,157399.0,154890.0,156876.0,6318.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,1771.0,2084.0
2026-02-23,158458.0,161729.0,158117.0,161598.0,5506.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,3140.0,1369.0
2026-02-24,160769.0,161233.0,158285.0,159969.0,6352.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-800.0,-3940.0
2026-02-25,160977.0,161652.0,160163.0,161145.0,5660.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,168.0,968.0
2026-02-26,160530.0,160858.0,158449.0,159709.0,5534.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-821.0,-989.0
2026-02-27,160050.0,162589.0,159816.0,162104.0,8742.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,2054.0,2875.0
2026-03-02,165501.0,169880.0,165100.0,166074.0,13329.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,573.0,-1481.0
2026-03-03,161995.0,164900.0,158716.0,161108.0,9195.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-887.0,-1460.0
2026-03-04,163265.0,164047.0,161241.0,161525.0,7036.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-1740.0,-853.0
2026-03-05,162750.0,163142.0,159212.0,159673.0,7540.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-3077.0,-1337.0
2026-03-06,161040.0,162512.0,159320.0,161634.0,7195.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,594.0,3671.0
2026-03-09,164200.0,165494.0,163870.0,164941.0,804.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,741.0,147.0
2026-03-10,161743.0,163577.0,161340.0,163303.0,6194.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,1560.0,819.0
2026-03-11,163149.0,163149.0,161230.0,161789.0,3917.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-1360.0,-2920.0
2026-03-12,162799.0,162991.0,160130.0,160271.0,3746.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-2528.0,-1168.0
2026-03-13,160251.0,160673.0,157540.0,158466.0,5239.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-1785.0,743.0
2026-03-16,157347.0,157523.0,154925.0,155736.0,5928.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-1611.0,174.0
2026-03-17,156891.0,157580.0,155147.0,155985.0,3703.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-906.0,705.0
2026-03-18,155658.0,156075.0,151550.0,153025.0,7452.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-2633.0,-1727.0
2026-03-19,151941.0,152449.0,141121.0,144954.0,13256.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-6987.0,-4354.0
2026-03-20,148302.0,148457.0,143385.0,144492.0,9112.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-3810.0,3177.0
2026-03-23,140158.0,142300.0,129595.0,139260.0,23307.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-898.0,2912.0
2026-03-24,138411.0,140800.0,136292.0,138912.0,9338.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,501.0,1399.0
2026-03-25,143079.0,145194.0,143079.0,144097.0,5266.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,1018.0,517.0
2026-03-26,139800.0,142695.0,138961.0,139493.0,3319.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-307.0,-1325.0
2026-03-27,140287.0,145868.0,140287.0,144282.0,2567.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,3995.0,4302.0
2026-03-30,142100.0,146800.0,142100.0,145641.0,67.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,3541.0,-454.0
2026-03-31,146552.0,148150.0,146200.0,146919.0,19.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,367.0,-3174.0
2026-04-01,149460.0,151326.0,148550.0,150104.0,31.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,644.0,277.0
2026-04-02,146832.0,149699.0,145601.0,147461.0,17.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,629.0,-15.0
2026-04-06,148847.0,151390.0,148298.0,149981.0,5949.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,1134.0,505.0
2026-04-07,149759.0,150860.0,148424.0,150289.0,7261.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,530.0,-604.0
2026-04-08,153550.0,154934.0,151488.0,151776.0,7349.0,Dhan HQ Paid API v2 (1-Year Daily),GOLD,483079,INR/10g,-1774.0,-2304.0
